paper_id,method,s2_citations,s2_title,title_sim,s2_year,s2_venue
H1kG7GZAW,arxiv_batch,601,Variational Inference of Disentangled Latent Concepts from Unlabeled Observations,1.000,2017,International Conference on Learning Representations
H1dh6Ax0Z,arxiv_batch,72,TreeQN and ATreeC: Differentiable Tree Planning for Deep Reinforcement Learning,0.866,2017,International Conference on Learning Representations
H1cKvl-Rb,arxiv_batch,5,UCB and InfoGain Exploration via $\boldsymbol{Q}$-Ensembles,0.723,2017,arXiv.org
H1bhRHeA-,arxiv_batch,14,Unbiased scalable softmax optimization,1.000,2018,arXiv.org
H1bM1fZCW,arxiv_batch,1939,GradNorm: Gradient Normalization for Adaptive Loss Balancing in Deep Multitask Networks,1.000,2017,International Conference on Machine Learning
H1Yp-j1Cb,arxiv_batch,92,An Online Learning Approach to Generative Adversarial Networks,1.000,2017,International Conference on Learning Representations
H1Y8hhg0b,arxiv_batch,1326,Learning Sparse Neural Networks through L0 Regularization,1.000,2017,International Conference on Learning Representations
H1Xw62kRZ,arxiv_batch,231,Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis,1.000,2018,International Conference on Learning Representations
H1VjBebR-,arxiv_batch,26,The Role of Minimal Complexity Functions in Unsupervised Learning of Semantic Mappings,1.000,2017,International Conference on Learning Representations
H1U_af-0-,arxiv_batch,57,Quadrature-based features for kernel approximation,1.000,2018,Neural Information Processing Systems
H1UOm4gA-,arxiv_batch,80,Interactive Grounded Language Acquisition and Generalization in a 2D World,1.000,2018,International Conference on Learning Representations
H1T2hmZAb,arxiv_batch,1044,Deep Complex Networks,1.000,2017,International Conference on Learning Representations
H1DJFybC-,arxiv_batch,252,Learning to Infer Graphics Programs from Hand-Drawn Images,1.000,2017,Neural Information Processing Systems
H1BLjgZCb,arxiv_batch,659,Generating Natural Adversarial Examples,1.000,2017,International Conference on Learning Representations
H196sainb,arxiv_batch,1796,Word Translation Without Parallel Data,1.000,2017,International Conference on Learning Representations
H18uzzWAZ,arxiv_batch,11,Correcting nuisance variation using Wasserstein distance,1.000,2017,PeerJ
H15odZ-C-,arxiv_batch,18,Semantic Interpolation in Implicit Models,1.000,2017,International Conference on Learning Representations
H135uzZ0-,arxiv_batch,,,,,
H113pWZRb,arxiv_batch,,,,,
H1-nGgWC-,arxiv_batch,619,Gaussian Process Behaviour in Wide Deep Neural Networks,1.000,2018,International Conference on Learning Representations
ByrZyglCb,arxiv_batch,122,Analysis of universal adversarial perturbations,0.472,2017,arXiv.org
ByqFhGZCW,arxiv_batch,7,MACHINE VS MACHINE: MINIMAX-OPTIMAL DEFENSE AGAINST ADVERSARIAL EXAMPLES,1.000,2017,
Byk4My-RZ,arxiv_batch,1,Flexible Prior Distributions for Deep Generative Models,1.000,2017,arXiv.org
ByeqORgAW,arxiv_batch,32,Proximal Backpropagation,1.000,2017,International Conference on Learning Representations
BydjJte0-,arxiv_batch,3,Whitening Black-Box Neural Networks,0.729,2017,International Conference on Learning Representations
BySRH6CpW,arxiv_batch,92,Learning Discrete Weights Using the Local Reparameterization Trick,1.000,2017,International Conference on Learning Representations
ByS1VpgRZ,arxiv_batch,826,cGANs with Projection Discriminator,1.000,2018,International Conference on Learning Representations
ByQpn1ZA-,arxiv_batch,217,Many Paths to Equilibrium: GANs Do Not Need to Decrease a Divergence At Every Step,1.000,2017,International Conference on Learning Representations
ByOnmlWC-,arxiv_batch,19,Genetic Policy Optimization,0.543,2017,International Conference on Learning Representations
ByJWeR1AW,arxiv_batch,166,Data augmentation instead of explicit regularization,1.000,2018,arXiv.org
ByJHuTgA-,arxiv_batch,556,On the State of the Art of Evaluation in Neural Language Models,1.000,2017,International Conference on Learning Representations
ByBAl2eAZ,arxiv_batch,687,Parameter Space Noise for Exploration,1.000,2017,International Conference on Learning Representations
By9iRkWA-,arxiv_batch,22,Phase Conductor on Multi-layered Attentions for Machine Comprehension,1.000,2017,arXiv.org
By5ugjyCb,arxiv_batch,1124,PACT: Parameterized Clipping Activation for Quantized Neural Networks,1.000,2018,arXiv.org
By4HsfWAZ,arxiv_batch,,,,,
BkrsAzWAb,arxiv_batch,283,Online Learning Rate Adaptation with Hypergradient Descent,1.000,2017,International Conference on Learning Representations
BkrSv0lA-,arxiv_batch,136,Loss-aware Weight Quantization of Deep Networks,1.000,2018,International Conference on Learning Representations
Bkl1uWb0Z,arxiv_batch,,,,,
BkabRiQpb,arxiv_batch,66,Consequentialist conditional cooperation in social dilemmas with imperfect information,1.000,2017,AAAI Workshops
BkXmYfbAZ,arxiv_batch,98,Beyond Shared Hierarchies: Deep Multitask Learning through Soft Layer Ordering,1.000,2017,International Conference on Learning Representations
BkVsWbbAW,arxiv_batch,162,Deep Generative Dual Memory Network for Continual Learning,1.000,2017,arXiv.org
BkUp6GZRW,arxiv_batch,46,Boosting the Actor with Dual Critic,1.000,2017,International Conference on Learning Representations
BkQqq0gRb,arxiv_batch,810,Variational Continual Learning,1.000,2017,International Conference on Learning Representations
BkQCGzZ0-,arxiv_batch,54,Discrete Autoencoders for Sequence Models,1.000,2018,arXiv.org
BkM27IxR-,arxiv_batch,136,Learning to Optimize Neural Nets,1.000,2017,arXiv.org
BkLhaGZRW,arxiv_batch,19,Improving GAN Training via Binarized Representation Entropy (BRE) Regularization,1.000,2018,International Conference on Learning Representations
BkJ3ibb0-,arxiv_batch,1275,Defense-GAN: Protecting Classifiers Against Adversarial Attacks Using Generative Models,1.000,2018,International Conference on Learning Representations
BkIkkseAZ,arxiv_batch,34,Theoretical properties of the global optimizer of two layer neural network,0.993,2017,arXiv.org
Bk6qQGWRb,arxiv_batch,180,Efficient Exploration Through Bayesian Deep Q-Networks,0.981,2018,Information Theory and Applications Workshop
Bk346Ok0W,arxiv_batch,1,Sensor Transformation Attention Networks,1.000,2017,arXiv.org
BJvWjcgAZ,arxiv_batch,83,Sample-Efficient Deep Reinforcement Learning via Episodic Backward Update,1.000,2018,Neural Information Processing Systems
BJuWrGW0Z,arxiv_batch,143,Dynamic Neural Program Embedding for Program Repair,0.990,2017,International Conference on Learning Representations
BJluxbWC-,arxiv_batch,76,Unseen Class Discovery in Open-world Classification,1.000,2018,arXiv.org
BJlrSmbAZ,arxiv_batch,267,Bayesian Uncertainty Estimation for Batch Normalized Deep Networks,1.000,2018,International Conference on Machine Learning
BJk7Gf-CZ,arxiv_batch,128,Global optimality conditions for deep neural networks,1.000,2017,International Conference on Learning Representations
BJk59JZ0b,arxiv_batch,17,Guide Actor-Critic for Continuous Control,1.000,2017,International Conference on Learning Representations
BJij4yg0Z,arxiv_batch,308,A Bayesian Perspective on Generalization and Stochastic Gradient Descent,1.000,2017,International Conference on Learning Representations
BJ_wN01C-,arxiv_batch,311,Deep Rewiring: Training very sparse deep networks,1.000,2017,International Conference on Learning Representations
BJ_UL-k0b,arxiv_batch,,,,,
BJQRKzbA-,arxiv_batch,954,Hierarchical Representations for Efficient Architecture Search,1.000,2017,International Conference on Learning Representations
BJNRFNlRW,arxiv_batch,15,Training Generative Adversarial Networks via Primal-Dual Subgradient Methods: A Lagrangian Perspective on GAN,1.000,2018,International Conference on Learning Representations
BJMuY-gRW,arxiv_batch,91,Jointly learning sentence embeddings and syntax with unsupervised Tree-LSTMs,1.000,2017,Natural Language Engineering
BJGWO9k0Z,arxiv_batch,3,Critical Percolation as a Framework to Analyze the Training of Deep Networks,1.000,2018,International Conference on Learning Representations
BJDH5M-AW,arxiv_batch,94,Synthesizing Robust Adversarial Examples,1.000,2017,
BJ8c3f-0b,arxiv_batch,166,Auto-Encoding Sequential Monte Carlo,1.000,2017,International Conference on Learning Representations
BJ6anzb0Z,arxiv_batch,121,Multimodal Sentiment Analysis To Explore the Structure of Emotions,1.000,2018,Knowledge Discovery and Data Mining
B1zlp1bRW,arxiv_batch,281,Large Scale Optimal Transport and Mapping Estimation,1.000,2017,International Conference on Learning Representations
B1ydPgTpW,arxiv_batch,22,Predicting Auction Price of Vehicle License Plate with Deep Recurrent Neural Network,1.000,2017,Expert systems with applications
B1twdMCab,arxiv_batch,62,Dynamic Integration of Background Knowledge in Neural NLU Systems,1.000,2017,
B1tC-LT6W,arxiv_batch,9,Trace norm regularization and faster inference for embedded speech recognition RNNs,1.000,2017,arXiv.org
B1spAqUp-,arxiv_batch,,,,,
B1p461b0W,arxiv_batch,637,Deep Learning is Robust to Massive Label Noise,1.000,2017,arXiv.org
B1nxTzbRZ,arxiv_batch,27,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger,1.000,2018,Neural Information Processing Systems
B1nZ1weCZ,arxiv_batch,21,Online Multi-Task Learning Using Active Sampling,0.690,2017,International Conference on Learning Representations
B1mSWUxR-,arxiv_batch,19,Softmax Q-Distribution Estimation for Structured Prediction: A Theoretical Interpretation for RAML,1.000,2017,arXiv.org
B1l8BtlCb,arxiv_batch,924,Non-Autoregressive Neural Machine Translation,1.000,2017,International Conference on Learning Representations
B1jscMbAW,arxiv_batch,29,Divide and Conquer Networks,1.000,2016,International Conference on Learning Representations
B1i7ezW0-,arxiv_batch,3,Semi-Supervised Learning via New Deep Network Inversion,1.000,2017,arXiv.org
B1hcZZ-AW,arxiv_batch,,,,,
B1hYRMbCW,arxiv_batch,221,On the regularization of Wasserstein GANs,1.000,2017,International Conference on Learning Representations
B1bgpzZAZ,arxiv_batch,31,ElimiNet: A Model for Eliminating Options for Reading Comprehension with Multiple Choice Questions,1.000,2018,International Joint Conference on Artificial Intelligence
B1ZvaaeAZ,arxiv_batch,278,WRPN: Wide Reduced-Precision Networks,1.000,2017,International Conference on Learning Representations
B1ZZTfZAW,arxiv_batch,980,Real-valued (Medical) Time Series Generation with Recurrent Conditional GANs,1.000,2017,arXiv.org
B1Yy1BxCZ,arxiv_batch,1134,Don't Decay the Learning Rate; Increase the Batch Size,1.000,2017,International Conference on Learning Representations
B1X4DWWRb,arxiv_batch,92,Learning Weighted Representations for Generalization Across Designs,1.000,2018,
B1X0mzZCW,arxiv_batch,78,Fidelity-Weighted Learning,1.000,2017,International Conference on Learning Representations
B1NGT8xCZ,arxiv_batch,5,Principled Hybrids of Generative and Discriminative Domain Adaptation,1.000,2017,arXiv.org
B1KFAGWAZ,arxiv_batch,54,Revisiting the Master-Slave Architecture in Multi-Agent Deep Reinforcement Learning,1.000,2017,arXiv.org
B1J_rgWRW,arxiv_batch,740,Understanding Deep Neural Networks with Rectified Linear Units,1.000,2016,Electron. Colloquium Comput. Complex.
B1IDRdeCW,arxiv_batch,82,The High-Dimensional Geometry of Binary Neural Networks,1.000,2017,International Conference on Learning Representations
B1EPYJ-C-,arxiv_batch,5493,Federated Learning: Strategies for Improving Communication Efficiency,1.000,2016,arXiv.org
B1EA-M-0Z,arxiv_batch,1255,Deep Neural Networks as Gaussian Processes,1.000,2017,International Conference on Learning Representations
B1DmUzWAW,arxiv_batch,204,Meta-Learning with Temporal Convolutions,0.289,2017,arXiv.org
B1CNpYg0-,arxiv_batch,86,Learning to Compute Word Embeddings On the Fly,1.000,2017,arXiv.org
B18WgG-CZ,arxiv_batch,339,Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning,1.000,2018,International Conference on Learning Representations
B14TlG-RW,arxiv_batch,1133,QANet: Combining Local Convolution with Global Self-Attention for Reading Comprehension,1.000,2018,International Conference on Learning Representations
B13njo1R-,arxiv_batch,60,Progressive Reinforcement Learning with Distillation for Multi-Skilled Motion Control,1.000,2018,International Conference on Learning Representations
B12Js_yRb,arxiv_batch,223,Learning to Count Objects in Natural Images for Visual Question Answering,1.000,2018,International Conference on Learning Representations
ryzECoAcY7,arxiv_batch,82,Hierarchical Actor-Critic,0.371,2017,arXiv.org
ryxnHhRqFm,arxiv_batch,173,Global-to-local Memory Pointer Networks for Task-Oriented Dialogue,1.000,2019,International Conference on Learning Representations
ryxhB3CcK7,arxiv_batch,94,Probabilistic Neural-symbolic Models for Interpretable Visual Question Answering,1.000,2019,International Conference on Machine Learning
ryxepo0cFX,arxiv_batch,235,AntisymmetricRNN: A Dynamical System View on Recurrent Neural Networks,1.000,2019,International Conference on Learning Representations
ryxY73AcK7,arxiv_batch,384,Sorting out Lipschitz function approximation,1.000,2018,International Conference on Machine Learning
ryxSrhC9KX,arxiv_batch,44,Revealing interpretable object representations from human behavior,1.000,2019,International Conference on Learning Representations
rylqooRqK7,arxiv_batch,1012,SNAS: Stochastic Neural Architecture Search,1.000,2018,International Conference on Learning Representations
rylNH20qFQ,arxiv_batch,162,Learning to Infer and Execute 3D Shape Programs,1.000,2019,International Conference on Learning Representations
ryl8-3AcFX,arxiv_batch,,,,,
rygqqsA9KX,arxiv_batch,549,Learning Factorized Multimodal Representations,1.000,2018,International Conference on Learning Representations
rygp3iRcF7,arxiv_batch,27,Area Attention,1.000,2018,International Conference on Machine Learning
rygnfn0qF7,arxiv_batch,26,Language Model Pre-training for Hierarchical Document Representations,1.000,2019,arXiv.org
rygkk305YQ,arxiv_batch,295,Hierarchical Generative Modeling for Controllable Speech Synthesis,1.000,2018,International Conference on Learning Representations
rygjcsR9Y7,arxiv_batch,156,SOM-VAE: Interpretable Discrete Representation Learning on Time Series,1.000,2019,International Conference on Learning Representations
rygjN3C9F7,arxiv_batch,7,The Variational Deficiency Bottleneck,1.000,2018,IEEE International Joint Conference on Neural Network
ryggIs0cYQ,arxiv_batch,193,Differentiable Learning-to-Normalize via Switchable Normalization,1.000,2018,International Conference on Learning Representations
rygZJ2RcF7,arxiv_batch,7,Out-of-Sample Extrapolation with Neuron Editing,1.000,2018,
ryfz73C9KQ,arxiv_batch,82,Neural Predictive Belief Representations,1.000,2018,arXiv.org
ryfMLoCqtQ,arxiv_batch,152,An analytic theory of generalization dynamics and transfer learning in deep linear networks,1.000,2018,International Conference on Learning Representations
ryf7ioRqFX,arxiv_batch,38,h-detach: Modifying the LSTM Gradient Towards Better Optimization,1.000,2018,International Conference on Learning Representations
ryf6Fs09YX,arxiv_batch,,,,,
ryewE3R5YX,arxiv_batch,,,,,
ryetZ20ctX,arxiv_batch,222,Defensive Quantization: When Efficiency Meets Robustness,1.000,2019,International Conference on Learning Representations
ryepUj0qtX,arxiv_batch,46,Conditional Network Embeddings,1.000,2018,BNAIC/BENELEARN
ryeh4jA9F7,arxiv_batch,26,Playing the Game of Universal Adversarial Perturbations,1.000,2018,arXiv.org
ryeYHi0ctQ,arxiv_batch,258,DPSNet: End-to-end Deep Plane Sweep Stereo,1.000,2019,International Conference on Learning Representations
